guid,name,groupPrefab,category,condition,conditionModifiers,conditionSource,incompatible,enabled,reviewStatus,reviewTag,usability,weapons,forms,sourceUnit,hasRuleEntry,notes
-1379598377,Militia Fabian Mounted Swing Left,AB_Militia_Fabian_MountedSwing_Left_AbilityGroup,,CloseRange,,auto,,,Unreviewed,,Conditional,,,,,
-618550771,Militia Fabian Mounted Swing Right,AB_Militia_Fabian_MountedSwing_Right_AbilityGroup,,CloseRange,,auto,,,Unreviewed,,Conditional,,,,,
1246326726,Militia Fabians Steed Charge,AB_Militia_FabiansSteed_Charge_AbilityGroup,,Aimed,Channel,auto,,,Unreviewed,,Conditional,,,,,
1220301459,Militia Fabians Steed Leap,AB_Militia_FabiansSteed_Leap_AbilityGroup,,Aimed,,auto,,,Unreviewed,,Conditional,,,,,
975866147,Militia Fabians Steed Leap Movement,AB_Militia_FabiansSteed_LeapMovement_AbilityGroup,,Movement,,auto,,,Unreviewed,,Conditional,,,,,
325658714,Militia Fabians Steed Multi Charge,AB_Militia_FabiansSteed_MultiCharge_AbilityGroup,,Aimed,Channel,auto,,,Unreviewed,,Conditional,,,,,
800186323,Militia Glassblower Deep Breath,AB_Militia_Glassblower_DeepBreath_AbilityGroup,Other,CloseRange,Channel,auto,,,Unreviewed,,Conditional,,,Grethel the Glassblower,,
892342913,Militia Heavy Dash,AB_Militia_Heavy_Dash_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Militia Veteran,,
-1077139800,Militia Horseman,AB_Militia_Horseman_AbilityGroup,,Aimed,,auto,,,Unreviewed,,Conditional,,,,,
-1843850355,Militia Horseman Attack Chain,AB_Militia_Horseman_AttackChain_AbilityGroup,,CloseRange,,auto,,,Unreviewed,,Conditional,,,,,
1660777757,Militia Horseman Attack Chain Left,AB_Militia_Horseman_AttackChain_Left_AbilityGroup,,CloseRange,,auto,,,Unreviewed,,Conditional,,,,,
262116525,Militia Horseman Attack Chain Right,AB_Militia_Horseman_AttackChain_Right_AbilityGroup,,CloseRange,,auto,,,Unreviewed,,Conditional,,,,,
-1630648333,Militia Horseman Mount Charge,AB_Militia_Horseman_Mount_Charge_AbilityGroup,,CloseRange,,auto,,,Unreviewed,,Conditional,,,,,
-342380924,Militia Horseman Step Attack,AB_Militia_Horseman_StepAttack_AbilityGroup,,CloseRange,Channel,auto,,,Unreviewed,,Conditional,,,,,
-1280459867,Militia Hound Hound Mark,AB_Militia_Hound_HoundMark_AbilityGroup,,CloseRange,,auto,,,Unreviewed,,Conditional,,,,,
-91811178,Militia Hound Master Command,AB_Militia_HoundMaster_Command_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Boyo,,
-1449494345,Militia Hound Master Heal,AB_Militia_HoundMaster_Heal_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Boyo,,
1648996357,Militia Hound Master Tackel,AB_Militia_HoundMaster_Tackel_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Boyo,,
2031950279,Militia Hound Quick Dash,AB_Militia_Hound_QuickDash_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Brutus the Watcher,,
1707593926,Militia Hound Request Aid,AB_Militia_Hound_RequestAid_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Brutus the Watcher,,
-930424159,Militia Leader Leap Attack,AB_Militia_Leader_LeapAttack_AbilityGroup,Other,Movement,,auto,,,Unreviewed,,Conditional,,,Octavian the Militia Captain,,
764619540,Militia Light Arrow Basic Shot,AB_Militia_LightArrow_BasicShot_AbilityGroup,Other,Aimed,Channel,auto,,,Unreviewed,,Conditional,,,Meredith the Bright Archer,,
-1689067072,Militia Light Arrow Basic Shot,AB_Militia_LightArrow_BasicShot_Group,Other,Aimed,Channel,auto,,,Unreviewed,,Conditional,,,,,
-1509483896,Militia Light Arrow Heal Shot,AB_Militia_LightArrow_HealShot_AbilityGroup,Other,Aimed,,auto,,,Unreviewed,,Conditional,,,Meredith the Bright Archer,,
-1282136902,Militia Light Arrow Quick Shot,AB_Militia_LightArrow_QuickShot_AbilityGroup,Other,Aimed,,auto,,,Unreviewed,,Conditional,,,Meredith the Bright Archer,,
-1286987800,Militia Light Arrow Snipe,AB_Militia_LightArrow_Snipe_AbilityGroup,Other,Aimed,Channel,auto,,,Unreviewed,,Conditional,,,Meredith the Bright Archer,,
761268127,Militia Light Arrow Snipe,AB_Militia_LightArrow_Snipe_Group,Other,Aimed,Channel,auto,,,Unreviewed,,Conditional,,,,,
336380612,Militia Light Arrow Spawn Minions,AB_Militia_LightArrow_SpawnMinions_AbilityGroup,Other,Summon,,auto,,,Unreviewed,,Conditional,,,Meredith the Bright Archer,,
-494771621,Militia Light Arrow Throw,AB_Militia_LightArrow_Throw_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Meredith the Bright Archer,,
-866526980,Militia Light Arrow Throw,AB_Militia_LightArrow_Throw_Group,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,,,
-708850140,Militia Light Arrow Unsteady Quick Shot,AB_Militia_LightArrow_UnsteadyQuickShot_Group,Other,Aimed,,auto,,,Unreviewed,,Conditional,,,,,
617823552,Militia Light Arrow Unsteady Shot,AB_Militia_LightArrow_UnsteadyShot_Group,Other,Aimed,Channel,auto,,,Unreviewed,,Conditional,,,,,
-891060764,Militia Light Arrow Unsteady Throw,AB_Militia_LightArrow_UnsteadyThrow_Group,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,,,
-1102042167,Militia Longbow Fire Arrow,AB_Militia_Longbow_FireArrow_Group,Other,Aimed,Channel,auto,,,Unreviewed,,Conditional,,,Militia Archer,,
-351745987,Militia Longbowman Ranged Attack,AB_Militia_Longbowman_RangedAttack_Group,Other,Aimed,,auto,,,Unreviewed,,Conditional,,,Militia Archer,,
-1418783710,Militia Rider Crossbow,AB_Militia_Rider_Crossbow_Group,,Aimed,,auto,,,Unreviewed,,Conditional,,,,,
-198012170,Militia Scribe Cutting Parchment,AB_Militia_Scribe_CuttingParchment02_AbilityGroup,Other,Aimed,,auto,,,Unreviewed,,Conditional,,,Maja the Dark Savant,,
-186690512,Militia Scribe Ranged Attack,AB_Militia_Scribe_RangedAttack_AbilityGroup,Other,Aimed,Channel,auto,,,Unreviewed,,Conditional,,,Maja the Dark Savant,,
-116877786,Militia Torch Throw,AB_Militia_TorchThrow_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Militia Torchbearer,,
110097606,Mist Trance,AB_Illusion_MistTrance_AbilityGroup,Illusion|Defensive,CloseRange,,auto,,,Unreviewed,,Conditional,,,,,
2145809434,Mist Walk,AB_Undead_BishopOfDeath_FleshWarp_Travel_AbilityGroup,Other,Movement,,auto,,,Unreviewed,,Conditional,,,Lesser Blood Soul,,
-741006712,Monster Final Projectile,AB_Monster_FinalProjectile_AbilityGroup,Other,Aimed,,auto,,,Unreviewed,,Conditional,,,Adam the Firstborn,,
1883230955,Moose Charge,AB_Moose_Charge_AbilityGroup,Other,CloseRange,Channel,auto,,,Unreviewed,,Conditional,,,Moose,,
250913160,Moose Charge Winter,AB_Moose_Charge_Winter_AbilityGroup,Other,CloseRange,Channel,auto,,,Unreviewed,,Conditional,,,Moose,,
268059675,Mosquito,AB_Illusion_Mosquito_AbilityGroup,Illusion|Offensive,Summon,,auto,,,Unreviewed,,Conditional,,,,,
340686786,Mutant Flesh Golem Bulldoze,AB_Mutant_FleshGolem_Bulldoze_AbilityGroup,Other,CloseRange,Channel,auto,,,Unreviewed,,Conditional,,,Flesh Golem,,
-822790233,Mutant Rat Scratch Mutant Blood,AB_Mutant_Rat_Scratch_MutantBlood_Group,,CloseRange,,auto,,,Unreviewed,,Conditional,,,,,
1271143604,Mutant Spitter Projectile,AB_Mutant_Spitter_Projectile_AbilityGroup,Other,Aimed,Channel,auto,,,Unreviewed,,Conditional,,,Mutant Spitter,,
-1581417695,Nun Holy Projectile,AB_Nun_HolyProjectile_AbilityGroup,Other,Aimed,Channel,auto,,,Unreviewed,,Conditional,,,Christina the Sun Priestess,,
-1199987827,Nun Projectile,AB_Nun_Projectile_Group,Other,Aimed,,auto,,,Unreviewed,,Conditional,,,Nun,,
-1754021382,Nun VBlood Spawn Minions,AB_Nun_VBlood_SpawnMinions_AbilityGroup,Other,Summon,,auto,,,Unreviewed,,Conditional,,,Christina the Sun Priestess,,
413176017,Paladin Dash,AB_Paladin_Dash_AbilityGroup,Other,Aimed,,auto,,,Unreviewed,,Conditional,,,Paladin,,
124285667,Paladin Divine Angel Dash,AB_Paladin_DivineAngel_Dash_AbilityGroup,Other,Aimed,,auto,,,Unreviewed,,Conditional,,,Divine Angel,,
1309712000,Paladin Fallen Angel Bubble Popper,AB_Paladin_FallenAngel_BubblePopper_AbilityGroup,Other,Aimed,Channel,auto,,,Unreviewed,,Conditional,,,Fallen Angel,,
-1364891068,Paladin Fallen Angel Dash,AB_Paladin_FallenAngel_Dash_AbilityGroup,Other,Aimed,,auto,,,Unreviewed,,Conditional,,,Fallen Angel,,
-2053450457,Phantom Aegis,AB_Illusion_PhantomAegis_AbilityGroup,Illusion|Defensive,CloseRange,,auto,,,Unreviewed,,Conditional,,,,,
1852992863,Phantom Aegis,AB_Illusion_PhantomAegis_Recast_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,,,
-259433272,Pixie Projectile,AB_Pixie_Projectile_Group,Other,Aimed,,auto,,,Unreviewed,,Conditional,,,Pixie,,
-987810170,Polarity Shift,AB_Storm_PolarityShift_AbilityGroup,Storm|Offensive,Aimed,,auto,,,Unreviewed,,Conditional,,,,,
-1036943907,Poloma Pixie,AB_Poloma_Pixie_Group,Other,Summon,,auto,,,Unreviewed,,Conditional,,,Lesser Blood Soul,,
-321651703,Poloma Wolf,AB_Poloma_Wolf_AbilityGroup,Other,Aimed,Channel,auto,,,Unreviewed,,Conditional,,,Lesser Blood Soul,,
1576686583,Power Surge,AB_Chaos_PowerSurge_SpellMod_Recast_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,,,
-2025881745,Primary Attack,AB_ArchMage_FlamingIce_AbilityGroup,Other,Summon,Channel,auto,,,Unreviewed,,Conditional,,,Mairwyn the Elementalist,,
-1250624804,Primary Attack,AB_Bandit_Stalker_ChargeAttack_Group,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Stalker,,
1365760673,Primary Attack,AB_Bandit_Stalker_MeleeAttack02_Group,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,,,
65616384,Primary Attack,AB_Bandit_Stalker_VBlood_ChargeAttack_Group,Other,CloseRange,Channel,auto,,,Unreviewed,,Conditional,,,Grayson the Armourer,,
593979922,Primary Attack,AB_Bandit_StoneBreaker_VBlood_MountainRumbler_AbilityGroup,Other,CloseRange,Channel,auto,,,Unreviewed,,Conditional,,,Errol the Stonebreaker,,
-96620724,Primary Attack,AB_Bandit_StoneBreaker_VBlood_RockSmash_AbilityGroup,Other,Aimed,,auto,,,Unreviewed,,Conditional,,,Errol the Stonebreaker,,
-331113507,Primary Attack,AB_Bandit_StoneBreaker_VBlood_SwingAttack_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Errol the Stonebreaker,,
-691814641,Primary Attack,AB_Bandit_Thief_HeavyAttack_Group,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Thief,,
1734839687,Primary Attack,AB_Bandit_Thief_MeleeAttack01_Group,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Thief,,
-2106739571,Primary Attack,AB_Bandit_Thief_MeleeAttack02_Group,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Thief,,
-1484849310,Primary Attack,AB_Bandit_Thief_SwiftSwing_Elite01_Group,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,,,
1112631726,Primary Attack,AB_Bandit_Thief_SwiftSwing_Elite02_Group,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,,,
2003603501,Primary Attack,AB_Bandit_Tourok_VBlood_ChaosWave_AbilityGroup,Other,CloseRange,Channel,auto,,,Unreviewed,,Conditional,,,Quincey the Bandit King,,
900927411,Primary Attack,AB_Bandit_Worker_Miner_Mine_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Miner,,
5164221,Primary Attack,AB_BatSwarm_Melee_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Giant Bat,,
160063059,Primary Attack,AB_Bear_AreaAttack_Group,Other,CloseRange,Channel,auto,,,Unreviewed,,Conditional,,,Cursed Bear,,
-1385141321,Primary Attack,AB_Bear_AreaAttack_Large_Group,Other,CloseRange,Channel,auto,,,Unreviewed,,Conditional,,,Arctic Bear,,
-1972594588,Primary Attack,AB_Bear_Dire_AreaAttack_AbilityGroup,Other,CloseRange,Channel,auto,,,Unreviewed,,Conditional,,,Kodia the Ferocious Bear,,
-1559349374,Primary Attack,AB_Bear_Dire_Roar_AbilityGroup,Other,Summon,Channel,auto,,,Unreviewed,,Conditional,,,Kodia the Ferocious Bear,,
616732424,Primary Attack,AB_Bear_Mutant_AreaAttack_Fast_Group,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Mutated Bear,,
-44955695,Primary Attack,AB_Bear_Mutant_AreaAttack_Group,Other,CloseRange,Channel,auto,,,Unreviewed,,Conditional,,,Mutated Bear,,
-653938456,Primary Attack,AB_CastleMan_FlameWhip_SingleAttack_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Simon Belmont the Vampire Hunter,,
-460221305,Primary Attack,AB_CastleMan_Grab_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Simon Belmont the Vampire Hunter,,
-819795639,Primary Attack,AB_ChurchOfLight_Cleric_ShieldSlam_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Cleric,,
1792964134,Primary Attack,AB_ChurchOfLight_Overseer_IceRecovery_AbilityGroup,Other,CloseRange,Channel,auto,,,Unreviewed,,Conditional,,,Sir Magnus the Overseer,,
1964067196,Primary Attack,AB_ChurchOfLight_Overseer_IcicleField_AbilityGroup,Other,Aimed,,auto,,,Unreviewed,,Conditional,,,Sir Magnus the Overseer,,
88026855,Primary Attack,AB_ChurchOfLight_Overseer_LanceCharge_Swing_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,,,
1825130923,Primary Attack,AB_ChurchOfLight_Paladin_SummonAngel_AbilityGroup,Other,Summon,Channel,auto,,,Unreviewed,,Conditional,,,Solarus the Immaculate,,
750606882,Primary Attack,AB_Cursed_MonsterToad_Swallow_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Cursed Slime Toad,,
736733073,Primary Attack,AB_Cursed_MonsterToad_TongueSlap_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Cursed Slime Toad,,
-1979483677,Primary Attack,AB_Cursed_Mosquito_DashAttack_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Mosquito,,
2067796423,Primary Attack,AB_Cursed_MountainBeast_KongPound_AbilityGroup,Other,CloseRange,Channel,auto,,,Unreviewed,,Conditional,,,Gorecrusher the Behemoth,,
1292896032,Primary Attack,AB_Cursed_ToadKing_Swallow_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Albert the Duke of Balaton,,
-514415940,Primary Attack,AB_Cursed_ToadKing_TongueGrab_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Albert the Duke of Balaton,,
191219781,Primary Attack,AB_Dasher_Launcher_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Harpy Dasher,,
1524767753,Primary Attack,AB_Dasher_Melee_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Harpy Dasher,,
2034438314,Primary Attack,AB_Devoted_BasicAttack_Group,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Devoted,,
474075607,Primary Attack,AB_Devoted_Smite_Group,Other,Aimed,Channel,auto,,,Unreviewed,,Conditional,,,Devoted,,
-1924032736,Primary Attack,AB_Dreadhorn_AreaAttack_AbilityGroup,Other,CloseRange,Channel,auto,,,Unreviewed,,Conditional,,,Dreadhorn,,
-2081714952,Primary Attack,AB_Dreadhorn_Trample_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Dreadhorn,,
979394873,Primary Attack,AB_Footman_Thrust_Group,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Footman,,
2106422510,Primary Attack,AB_Geomancer_GroundSlam_Group,Other,CloseRange,Channel,auto,,,Unreviewed,,Conditional,,,Terah the Geomancer,,
-221719333,Primary Attack,AB_Geomancer_RockSlam_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Terah the Geomancer,,
898033701,Primary Attack,AB_GiantCrow_Peck_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Crow,,
-1954926268,Primary Attack,AB_Gloomrot_AceIncinerator_CarpetIncineration_AbilityGroup,Other,Aimed,,auto,,,Unreviewed,,Conditional,,,Ace Incinerator,,
286182923,Primary Attack,AB_Gloomrot_Railgunner_WideShot_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Railgunner,,
1623874343,Primary Attack,AB_Gloomrot_RailgunSergeant_CloakField_AbilityGroup,Other,CloseRange,Channel,auto,,,Unreviewed,,Conditional,,,Voltatia the Power Master,,
-900859351,Primary Attack,AB_Gloomrot_RailgunSergeant_WideShot_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Voltatia the Power Master,,
-349738324,Primary Attack,AB_Gloomrot_TractorBeamer_MeleeFollowUp_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Tractor Beamer,,
1653116246,Primary Attack,AB_Gloomrot_TractorBeamer_ShieldBeam_AbilityGroup,Other,CloseRange,Channel,auto,,,Unreviewed,,Conditional,,,Tractor Beamer,,
1721154667,Primary Attack,AB_Harpy_Launcher_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,,,
-317399619,Primary Attack,AB_Harpy_Melee_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,,,
-650192545,Primary Attack,AB_HostileVillager_PitchforkAttack_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Villager,,
477397109,Primary Attack,AB_HostileVillager_ShovelAttack_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Villager,,
1766924388,Primary Attack,AB_IceRanger_LurkerSpikes_AbilityGroup,Other,Aimed,,auto,,,Unreviewed,,Conditional,,,General Elena the Hollow,,
-808864212,Primary Attack,AB_IceRanger_LurkerSpikes_Split_AbilityGroup,Other,Aimed,Channel,auto,,,Unreviewed,,Conditional,,,General Elena the Hollow,,
-117718548,Primary Attack,AB_InkCrawler_Melee_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Ink Demon,,
1749064378,Primary Attack,AB_IronGolem_GroundSlam_AbilityGroup,Other,CloseRange,Channel,auto,,,Unreviewed,,Conditional,,,Blood Golem,,
-1660458588,Primary Attack,AB_IronGolem_RockSlam_AbilityGroup,Other,Aimed,,auto,,,Unreviewed,,Conditional,,,Blood Golem,,
870237772,Primary Attack,AB_Iva_BallLightning_AbilityGroup,Other,CloseRange,Channel,auto,,,Unreviewed,,Conditional,,,Ziva the Engineer,,
-786900742,Primary Attack,AB_Iva_BFG_Orb_AbilityGroup,Other,CloseRange,Channel,auto,,,Unreviewed,,Conditional,,,Ziva the Engineer,,
-639593760,Primary Attack,AB_Iva_JetDash_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Ziva the Engineer,,
-1108325193,Primary Attack,AB_Knight_2H_BasicAttack_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,,,
-1462154593,Primary Attack,AB_Knight_2H_Charge_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Knight,,
-1330909978,Primary Attack,AB_Knight_2H_StepAttack_AbilityGroup,Other,CloseRange,Channel,auto,,,Unreviewed,,Conditional,,,Knight,,
-56422536,Primary Attack,AB_Knight_Shield_ShieldAttack_Group,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,,,
377144854,Primary Attack,AB_Knight_Shield_ShieldHeavyAttack_Group,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Knight,,
2138222166,Primary Attack,AB_Legion_Assassin_DoubleStrikeFollowUp_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Exsanguinator,,
-2049927912,Primary Attack,AB_Legion_Assassin_HeavyAttack_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Exsanguinator,,
-1762655324,Primary Attack,AB_Legion_Assassin_JumpBackward_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Exsanguinator,,
-55735320,Primary Attack,AB_Legion_Assassin_JumpForward_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Exsanguinator,,
-321918794,Primary Attack,AB_Legion_Guardian_Charge_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,,,
-1989618782,Primary Attack,AB_Legion_Guardian_ChargeFollowUp_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,,,
-1262881470,Primary Attack,AB_Legion_Nightmaiden_JumpBackward_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Night Maiden,,
-324538848,Primary Attack,AB_Legion_NightMaiden_WhipTwirl_AbilityGroup,Other,CloseRange,Channel,auto,,,Unreviewed,,Conditional,,,Night Maiden,,
2115527946,Primary Attack,AB_Manticore_TailSpin_AbilityGroup,Other,CloseRange,Channel,auto,,,Unreviewed,,Conditional,,,Talzur the Winged Horror,,
-1744671763,Primary Attack,AB_Manticore_TailStrike_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Talzur the Winged Horror,,
-1547108554,Primary Attack,AB_Manticore_Turn180Left_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Talzur the Winged Horror,,
1373056433,Primary Attack,AB_Manticore_Turn180Right_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Talzur the Winged Horror,,
45443379,Primary Attack,AB_Manticore_TurnSwipeLeft_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Talzur the Winged Horror,,
341041700,Primary Attack,AB_Matriarch_Launcher_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Morian the Stormwing Matriarch,,
-1389186216,Primary Attack,AB_Matriarch_Melee_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Morian the Stormwing Matriarch,,
-668603830,Primary Attack,AB_Militia_Guard_ShieldAttack_Group,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Militia Guard,,
-743963442,Primary Attack,AB_Militia_Guard_VBlood_IceBreaker_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Vincent the Frostbringer,,
951831242,Primary Attack,AB_Militia_Heavy_ShieldBash_Group,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Militia Veteran,,
340577476,Primary Attack,AB_Militia_Hound_Bite_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Brutus the Watcher,,
-2015856259,Primary Attack,AB_Militia_Leader_LeapAttack_Init_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Octavian the Militia Captain,,
-241312231,Primary Attack,AB_Militia_MeleeHorizontal_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Octavian the Militia Captain,,
-1228302737,Primary Attack,AB_Militia_MeleeHorizontal_HardFollowup_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Octavian the Militia Captain,,
2142000031,Primary Attack,AB_Militia_MeleeStraight_AbilityGroup,Other,Aimed,,auto,,,Unreviewed,,Conditional,,,Octavian the Militia Captain,,
-735966107,Primary Attack,AB_Militia_MeleeStraight_HardFollowup_AbilityGroup,Other,Aimed,,auto,,,Unreviewed,,Conditional,,,Octavian the Militia Captain,,
1599972576,Primary Attack,AB_Militia_Miner_Mine_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Miner,,
-592301846,Primary Attack,AB_Militia_Scribe_InkExplosion_AbilityGroup,Other,Summon,Channel,auto,,,Unreviewed,,Conditional,,,Maja the Dark Savant,,
-1922948406,Primary Attack,AB_Militia_Scribe_InkFuel_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Maja the Dark Savant,,
-1503327574,Primary Attack,AB_Monster_ElectricField_AbilityGroup,Other,CloseRange,Channel,auto,,,Unreviewed,,Conditional,,,Adam the Firstborn,,
723715376,Primary Attack,AB_Monster_Grab_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Adam the Firstborn,,
164595507,Primary Attack,AB_Monster_PierceShock_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Adam the Firstborn,,
257418700,Primary Attack,AB_Monster_PierceShock_Swing_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,,,
764489448,Primary Attack,AB_Monster_Stomp_AbilityGroup,Other,CloseRange,Channel,auto,,,Unreviewed,,Conditional,,,Adam the Firstborn,,
-764767694,Primary Attack,AB_Moose_AreaAttack_Group,Other,CloseRange,Channel,auto,,,Unreviewed,,Conditional,,,Moose,,
-79098693,Primary Attack,AB_Mutant_FleshGolem_BodySlam_AbilityGroup,Other,CloseRange,Channel,auto,,,Unreviewed,,Conditional,,,Flesh Golem,,
1459248190,Primary Attack,AB_Mutant_FleshGolem_Grab_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Flesh Golem,,
-1485105952,Primary Attack,AB_Mutant_FleshGolem_Grab_Followup_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Flesh Golem,,
-650383304,Primary Attack,AB_Mutant_Rat_Scratch_Group,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Rat Horror,,
1771061239,Primary Attack,AB_Mutant_Spitter_Bash_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Mutant Spitter,,
-14207169,Primary Attack,AB_Nightlurker_HeavyAttack_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Night Lurker,,
-195118922,Primary Attack,AB_Nightlurker_MeleeAttack01_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Night Lurker,,
1708209167,Primary Attack,AB_Nightlurker_MeleeAttack02_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Night Lurker,,
-448018551,Primary Attack,AB_Paladin_ChargeMeleeAttack_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Paladin,,
1926314891,Primary Attack,AB_Paladin_HolyNuke_AbilityGroup,Other,CloseRange,Channel,auto,,,Unreviewed,,Conditional,,,Paladin,,
-626021308,Primary Attack,AB_Paladin_ShockWaveSlam_AbilityGroup,Other,CloseRange,,auto,,,Unreviewed,,Conditional,,,Paladin,,
-1145923288,Primary Attack,AB_Pistols_ExplosiveShot_Shot_AbilityGroup,Other,Aimed,,auto,,,Unreviewed,,Conditional,,,,,
1913579080,Primary Attack,AB_Pistols_ExplosiveShot_Shot_Recast_AbilityGroup,Other,Aimed,,auto,,,Unreviewed,,Conditional,,,,,
